Sentence,Tense
উচিৎ ভোগা আপনাদের,Present_Imp
উনার ভোগা দরকার,Present_Imp
উনাদের উচিত ভোগা,Present_Imp
এখনই ভোগাই আমি,Present_Nrm
আমরা আজকে ভোগাই,Present_Nrm
বর্তমানে ভোগাও তুমি,Present_Nrm
এখনই ভোগাও তোমরা,Present_Nrm
সে ভোগাক আজ,Present_Nrm
তারা ভোগাক এখন,Present_Nrm
তুমি এখনই ভোগাচ্ছ,Present_Nrm
তোমরা এখন ভোগাচ্ছ,Present_Nrm
এখনই ভোগাচ্ছি আমি,Present_Nrm
আমরা আজ ভোগাচ্ছি,Present_Nrm
গতকাল ভোগাচ্ছিল সে,Past_Nrm
তারা এখন ভোগাচ্ছিল,Past_Nrm
আমি অতীতে ভোগাচ্ছিলাম,Past_Nrm
এখনই ভোগাচ্ছিলাম আমরা,Past_Nrm
তুই ভোগাচ্ছিলি এখনই,Past_Nrm
গতকাল ভোগাচ্ছিলি তোরা,Past_Nrm
আজকে ভোগাচ্ছিলুম আমি,Past_Nrm
পূর্বে ভোগাচ্ছিলুম আমরা,Past_Nrm
তুমি ভোগাচ্ছিলে আজকে,Past_Nrm
তোমরা সেদিন ভোগাচ্ছিলে,Past_Nrm
সেদিন ভোগাচ্ছিলেন আপনি,Past_Nrm
আপনারা ভোগাচ্ছিলেন অতীতে,Past_Nrm
উনি আজকে ভোগাচ্ছিলেন,Past_Nrm
সেদিন ভোগাচ্ছিলেন উনারা,Past_Nrm
আগে ভোগাচ্ছিলেন তিনি,Past_Nrm
আমি আগে ভোগাচ্ছিলেম,Past_Nrm
আমরা গতকাল ভোগাচ্ছিলেম,Past_Nrm
তুই ভোগাচ্ছিস আজকে,Present_Nrm
তোরা এখনই ভোগাচ্ছিস,Present_Nrm
বর্তমানে ভোগাচ্ছে সে,Present_Nrm
তারা ভোগাচ্ছে আজকে,Present_Nrm
আপনি এখন ভোগাচ্ছেন,Present_Nrm
আপনারা আজকে ভোগাচ্ছেন,Present_Nrm
উনি ভোগাচ্ছেন এখন,Present_Nrm
আজকে ভোগাচ্ছেন উনারা,Present_Nrm
তিনি আজ ভোগাচ্ছেন,Present_Nrm
পূর্বে ভোগাত সে,Past_Nrm
আগে ভোগাত তারা,Past_Nrm
আমি ভোগাতাম সেদিন,Past_Nrm
আমরা ভোগাতাম আজকে,Past_Nrm
তুই আগে ভোগাতিস,Past_Nrm
এখনই ভোগাতিস তোরা,Past_Nrm
আমি ভোগাতুম আজকে,Past_Nrm
আমরা আজ ভোগাতুম,Past_Nrm
তুমি আগে ভোগাতে,Past_Nrm
তোমরা ভোগাতে অতীতে,Past_Nrm
আপনি আজ ভোগাতেন,Past_Nrm
আপনারা এখন ভোগাতেন,Past_Nrm
উনি এখন ভোগাতেন,Past_Nrm
উনারা গতকাল ভোগাতেন,Past_Nrm
পূর্বে ভোগাতেন তিনি,Past_Nrm
আমি ভোগাতেম গতকাল,Past_Nrm
গতকাল ভোগাতেম আমরা,Past_Nrm
আপনি বর্তমানে ভোগান,Present_Nrm
আপনারা ভোগান আজকে,Present_Nrm
উনি ভোগান বর্তমানে,Present_Nrm
উনারা এখন ভোগান,Present_Nrm
তিনি ভোগান এখন,Present_Nrm
আমাকে উচিৎ ভোগানো,Present_Nrm
আমাদেরকে উচিৎ ভোগানো,Present_Nrm
দরকার ভোগানো তোমাকে,Present_Nrm
প্রয়োজন ভোগানো তোমাদেরকে,Present_Nrm
উচিৎ ভোগানো তোকে,Present_Nrm
তোদেরকে দরকার ভোগানো,Present_Nrm
উচিৎ ভোগানো তাকে,Present_Nrm
তাদেরকে ভোগানো উচিত,Present_Nrm
আপনাকে উচিত ভোগানো,Present_Nrm
আপনাদেরকে দরকার ভোগানো,Present_Nrm
দরকার ভোগানো উনাকে,Present_Nrm
উনাদেরকে ভোগানো দরকার,Present_Nrm
আমি ভোগাব শীঘ্রই,Future_Nrm
আমরা ভোগাব আগামিকাল,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আজকে ভোগাবি,Future_Nrm
তোরা পরশু ভোগাবি,Future_Nrm
তুমি ভোগাবে আগামিকাল,Future_Nrm
তোমরা ভোগাবে আগামীকাল,Future_Nrm
আপনি ভবিষ্যতে ভোগাবেন,Future_Nrm
শীঘ্রই ভোগাবেন আপনারা,Future_Nrm
উনি এখন ভোগাবেন,Future_Nrm
উনারা ভবিষ্যতে ভোগাবেন,Future_Nrm
আগামিকাল ভোগাবেন তিনি,Future_Nrm
এখন ভোগাবো আমি,Future_Nrm
আমরা ভোগাবো আগামিকাল,Future_Nrm
আজকে ভোগায় সে,Present_Nrm
তারা বর্তমানে ভোগায়,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
এখনই ভোগাল সে,Past_Nrm
অতীতে ভোগাল তারা,Past_Nrm
অতীতে ভোগালাম আমি,Past_Nrm
আমরা পূর্বে ভোগালাম,Past_Nrm
তুই এখন ভোগালি,Past_Nrm
এখন ভোগালি তোরা,Past_Nrm
গতকাল ভোগালুম আমি,Past_Nrm
গতকাল ভোগালুম আমরা,Past_Nrm
তুমি আজ ভোগালে,Past_Nrm
তোমরা ভোগালে গতকাল,Past_Nrm
আপনি আজকে ভোগালেন,Past_Nrm
আপনারা ভোগালেন আজ,Past_Nrm
উনি ভোগালেন আজ,Past_Nrm
উনারা ভোগালেন সেদিন,Past_Nrm
তিনি ভোগালেন আজ,Past_Nrm
আমি এখন ভোগালেম,Past_Nrm
আমরা অতীতে ভোগালেম,Past_Nrm
বর্তমানে ভোগাস তুই,Present_Nrm
তোরা ভোগাস বর্তমানে,Present_Nrm
আজ ভোগে সে,Present_Nrm
বর্তমানে ভোগে তারা,Present_Nrm
আপনি ভোগেন আজ,Present_Nrm
আপনারা ভোগেন এখনই,Present_Nrm
আজকে ভোগেন উনি,Present_Nrm
উনারা ভোগেন আজকে,Present_Nrm
এখন ভোগেন তিনি,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আজ মর,Present_Imp
এখন মর তোরা,Present_Imp
উচিত মরা আমার,Present_Imp
উচিৎ মরা আমাদের,Present_Imp
তোমার প্রয়োজন মরা,Present_Imp
তোমাদের উচিত মরা,Present_Imp
তোর মরা উচিত,Present_Imp
তোদের মরা উচিত,Present_Imp
উচিৎ মরা তার,Present_Imp
তাদের প্রয়োজন মরা,Present_Imp
উচিত মরা আপনার,Present_Imp
আপনাদের মরা উচিত,Present_Imp
দরকার মরা উনার,Present_Imp
উনাদের উচিৎ মরা,Present_Imp
কোনো বাক্য তৈরি হয়নি,Error
আমি মরি আজকে,Present_Nrm
আমরা এখন মরি,Present_Nrm
তুমি মরিও এখন,Present_Nrm
তোমরা বর্তমানে মরিও,Present_Nrm
এখন মরিত সে,Past_Nrm
তারা মরিত এখনই,Past_Nrm
আমি মরিতাম এখন,Past_Nrm
আমরা মরিতাম অতীতে,Past_Nrm
তুই মরিতিস এখন,Past_Nrm
গতকাল মরিতিস তোরা,Past_Nrm
তুমি মরিতে অতীতে,Past_Nrm
অতীতে মরিতে তোমরা,Past_Nrm
আজকে মরিতেছ তুমি,Present_Nrm
তোমরা মরিতেছ এখনই,Present_Nrm
আজ মরিতেছি আমি,Present_Nrm
আজ মরিতেছি আমরা,Present_Nrm
আগে মরিতেছিল সে,Past_Nrm
তারা মরিতেছিল পূর্বে,Past_Nrm
আমি মরিতেছিলাম আজ,Past_Nrm
আমরা গতকাল মরিতেছিলাম,Past_Nrm
তুই এখনই মরিতেছিলি,Past_Nrm
আজ মরিতেছিলি তোরা,Past_Nrm
তুমি মরিতেছিলে অতীতে,Past_Nrm
গতকাল মরিতেছিলে তোমরা,Past_Nrm
আপনি মরিতেছিলেন আজ,Past_Nrm
আপনারা আগে মরিতেছিলেন,Past_Nrm
উনি মরিতেছিলেন গতকাল,Past_Nrm
উনারা মরিতেছিলেন অতীতে,Past_Nrm
তিনি এখন মরিতেছিলেন,Past_Nrm
তুই মরিতেছিস আজ,Present_Nrm
এখন মরিতেছিস তোরা,Present_Nrm
আজকে মরিতেছে সে,Present_Nrm
আজ মরিতেছে তারা,Present_Nrm
আজ মরিতেছেন আপনি,Present_Nrm
আপনারা মরিতেছেন আজ,Present_Nrm
এখন মরিতেছেন উনি,Present_Nrm
এখন মরিতেছেন উনারা,Present_Nrm
বর্তমানে মরিতেছেন তিনি,Present_Nrm
আপনি পূর্বে মরিতেন,Past_Nrm
পূর্বে মরিতেন আপনারা,Past_Nrm
উনি মরিতেন পূর্বে,Past_Nrm
উনারা পূর্বে মরিতেন,Past_Nrm
তিনি মরিতেন পূর্বে,Past_Nrm
শীঘ্রই মরিব আমি,Future_Nrm
আজকে মরিব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আগামীকাল মরিবি,Future_Nrm
আজকে মরিবি তোরা,Future_Nrm
তুমি আগামীকাল মরিবে,Future_Nrm
তোমরা পরশু মরিবে,Future_Nrm
পরশু মরিবেন আপনি,Future_Nrm
আগামিকাল মরিবেন আপনারা,Future_Nrm
উনি এখনই মরিবেন,Future_Nrm
উনারা এখন মরিবেন,Future_Nrm
তিনি মরিবেন আগামীকাল,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি আজকে মরিয়াছ,Present_Nrm
এখনই মরিয়াছ তোমরা,Present_Nrm
আমি মরিয়াছি এখন,Present_Nrm
আমরা বর্তমানে মরিয়াছি,Present_Nrm
সে মরিয়াছিল অতীতে,Past_Nrm
তারা আগে মরিয়াছিল,Past_Nrm
আমি মরিয়াছিলাম আজ,Past_Nrm
এখনই মরিয়াছিলাম আমরা,Past_Nrm
তুই মরিয়াছিলি সেদিন,Past_Nrm
এখন মরিয়াছিলি তোরা,Past_Nrm
পূর্বে মরিয়াছিলে তুমি,Past_Nrm
তোমরা মরিয়াছিলে পূর্বে,Past_Nrm
আজ মরিয়াছিলেন আপনি,Past_Nrm
আপনারা মরিয়াছিলেন সেদিন,Past_Nrm
উনি আগে মরিয়াছিলেন,Past_Nrm
এখন মরিয়াছিলেন উনারা,Past_Nrm
তিনি সেদিন মরিয়াছিলেন,Past_Nrm
এখনই মরিয়াছিস তুই,Present_Nrm
এখনই মরিয়াছিস তোরা,Present_Nrm
সে এখন মরিয়াছে,Present_Nrm
তারা এখনই মরিয়াছে,Present_Nrm
আপনি আজকে মরিয়াছেন,Present_Nrm
আপনারা মরিয়াছেন এখনই,Present_Nrm
উনি বর্তমানে মরিয়াছেন,Present_Nrm
উনারা আজকে মরিয়াছেন,Present_Nrm
আজকে মরিয়াছেন তিনি,Present_Nrm
তুমি মরিয়ো আজকে,Present_Nrm
তোমরা মরিয়ো বর্তমানে,Present_Nrm
সে মরিল এখন,Past_Nrm
তারা অতীতে মরিল,Past_Nrm
আমি মরিলাম এখন,Past_Nrm
আজ মরিলাম আমরা,Past_Nrm
আজ মরিলি তুই,Past_Nrm
এখনই মরিলি তোরা,Past_Nrm
গতকাল মরিলে তুমি,Past_Nrm
তোমরা মরিলে গতকাল,Past_Nrm
আপনি মরিলেন পূর্বে,Past_Nrm
আপনারা মরিলেন অতীতে,Past_Nrm
উনি মরিলেন আগে,Past_Nrm
উনারা মরিলেন সেদিন,Past_Nrm
তিনি মরিলেন সেদিন,Past_Nrm
আজ মরিস তুই,Present_Nrm
তোরা মরিস এখন,Present_Nrm
এখনই মরুক সে,Present_Nrm
এখনই মরুক তারা,Present_Nrm
আপনি এখন মরুন,Present_Nrm
এখন মরুন আপনারা,Present_Nrm
উনি মরুন বর্তমানে,Present_Nrm
উনারা মরুন এখনই,Present_Nrm
এখন মরুন তিনি,Present_Nrm
সে মরে এখন,Present_Nrm
তারা এখনই মরে,Present_Nrm
তুমি মরেছ এখনই,Present_Nrm
তোমরা মরেছ বর্তমানে,Present_Nrm
আমি মরেছি আজ,Present_Nrm
আমরা এখনই মরেছি,Present_Nrm
পূর্বে মরেছিল সে,Past_Nrm
আজকে মরেছিল তারা,Past_Nrm
গতকাল মরেছিলাম আমি,Past_Nrm
আগে মরেছিলাম আমরা,Past_Nrm
তুই মরেছিলি আজ,Past_Nrm
তোরা সেদিন মরেছিলি,Past_Nrm
আমি আজকে মরেছিলুম,Past_Nrm
আমরা মরেছিলুম গতকাল,Past_Nrm
সেদিন মরেছিলে তুমি,Past_Nrm
এখনই মরেছিলে তোমরা,Past_Nrm
আপনি মরেছিলেন গতকাল,Past_Nrm
আপনারা সেদিন মরেছিলেন,Past_Nrm
উনি পূর্বে মরেছিলেন,Past_Nrm
উনারা মরেছিলেন গতকাল,Past_Nrm
তিনি মরেছিলেন পূর্বে,Past_Nrm
আজকে মরেছিলেম আমি,Past_Nrm
গতকাল মরেছিলেম আমরা,Past_Nrm
তুই বর্তমানে মরেছিস,Present_Nrm
তোরা বর্তমানে মরেছিস,Present_Nrm
সে আজকে মরেছে,Present_Nrm
তারা মরেছে এখন,Present_Nrm
আপনি আজ মরেছেন,Present_Nrm
আপনারা মরেছেন আজকে,Present_Nrm
আজকে মরেছেন উনি,Present_Nrm
বর্তমানে মরেছেন উনারা,Present_Nrm
তিনি এখনই মরেছেন,Present_Nrm
এখন মরেন আপনি,Present_Nrm
আপনারা বর্তমানে মরেন,Present_Nrm
বর্তমানে মরেন উনি,Present_Nrm
উনারা মরেন বর্তমানে,Present_Nrm
আজ মরেন তিনি,Present_Nrm
তুমি মরো আজ,Present_Nrm
তোমরা এখন মরো,Present_Nrm
তুমি আজ মরছ,Present_Nrm
তোমরা আজকে মরছ,Present_Nrm
আমি বর্তমানে মরছি,Present_Nrm
আমরা মরছি এখনই,Present_Nrm
সে মরছিল এখন,Past_Nrm
অতীতে মরছিল তারা,Past_Nrm
পূর্বে মরছিলাম আমি,Past_Nrm
আমরা সেদিন মরছিলাম,Past_Nrm
তুই মরছিলি এখনই,Past_Nrm
তোরা মরছিলি অতীতে,Past_Nrm
আমি গতকাল মরছিলুম,Past_Nrm
সেদিন মরছিলুম আমরা,Past_Nrm
পূর্বে মরছিলে তুমি,Past_Nrm
গতকাল মরছিলে তোমরা,Past_Nrm
গতকাল মরছিলেন আপনি,Past_Nrm
আপনারা আজকে মরছিলেন,Past_Nrm
উনি মরছিলেন আজ,Past_Nrm
উনারা মরছিলেন আগে,Past_Nrm
তিনি মরছিলেন এখনই,Past_Nrm
আমি মরছিলেম অতীতে,Past_Nrm
আমরা এখন মরছিলেম,Past_Nrm
আজকে মরছিস তুই,Present_Nrm
তোরা মরছিস এখন,Present_Nrm
সে বর্তমানে মরছে,Present_Nrm
এখনই মরছে তারা,Present_Nrm
আপনি মরছেন এখনই,Present_Nrm
আজকে মরছেন আপনারা,Present_Nrm
উনি মরছেন বর্তমানে,Present_Nrm
উনারা মরছেন আজ,Present_Nrm
আজকে মরছেন তিনি,Present_Nrm
আগে মরত সে,Past_Nrm
তারা মরত সেদিন,Past_Nrm
আমি মরতাম পূর্বে,Past_Nrm
অতীতে মরতাম আমরা,Past_Nrm
তুই মরতিস গতকাল,Past_Nrm
তোরা পূর্বে মরতিস,Past_Nrm
আজ মরতুম আমি,Past_Nrm
অতীতে মরতুম আমরা,Past_Nrm
তুমি মরতে অতীতে,Past_Nrm
সেদিন মরতে তোমরা,Past_Nrm
আপনি পূর্বে মরতেন,Past_Nrm
সেদিন মরতেন আপনারা,Past_Nrm
উনি আগে মরতেন,Past_Nrm
উনারা এখনই মরতেন,Past_Nrm
আজ মরতেন তিনি,Past_Nrm
আমি মরতেম এখন,Past_Nrm
আমরা মরতেম অতীতে,Past_Nrm
আমি আজ মরব,Future_Nrm
আমরা পরশু মরব,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই আগামিকাল মরবি,Future_Nrm
তোরা মরবি এখনই,Future_Nrm
তুমি মরবে ভবিষ্যতে,Future_Nrm
ভবিষ্যতে মরবে তোমরা,Future_Nrm
আপনি আগামিকাল মরবেন,Future_Nrm
আজ মরবেন আপনারা,Future_Nrm
আজ মরবেন উনি,Future_Nrm
উনারা মরবেন আগামিকাল,Future_Nrm
আগামিকাল মরবেন তিনি,Future_Nrm
এখনই মরবো আমি,Future_Nrm
আমরা শীঘ্রই মরবো,Future_Nrm
সে মরল আজকে,Past_Nrm
তারা সেদিন মরল,Past_Nrm
আমি অতীতে মরলাম,Past_Nrm
এখনই মরলাম আমরা,Past_Nrm
আজকে মরলি তুই,Past_Nrm
আগে মরলি তোরা,Past_Nrm
আজকে মরলুম আমি,Past_Nrm
আমরা আজকে মরলুম,Past_Nrm
তুমি এখন মরলে,Past_Nrm
তোমরা আগে মরলে,Past_Nrm
সেদিন মরলেন আপনি,Past_Nrm
আপনারা অতীতে মরলেন,Past_Nrm
আজ মরলেন উনি,Past_Nrm
উনারা অতীতে মরলেন,Past_Nrm
তিনি আগে মরলেন,Past_Nrm
সেদিন মরলেম আমি,Past_Nrm
আমরা মরলেম আজকে,Past_Nrm
আজ যা তুই,Present_Imp
তোরা যা বর্তমানে,Present_Imp
আমি বর্তমানে যাই,Present_Nrm
আমরা বর্তমানে যাই,Present_Nrm
তুমি যাইও এখনই,Present_Nrm
তোমরা যাইও বর্তমানে,Present_Nrm
আজ যাইত সে,Past_Nrm
আগে যাইত তারা,Past_Nrm
আমি পূর্বে যাইতাম,Past_Nrm
আমরা পূর্বে যাইতাম,Past_Nrm
তুই অতীতে যাইতিস,Past_Nrm
তোরা যাইতিস এখনই,Past_Nrm
তুমি অতীতে যাইতে,Past_Nrm
তোমরা যাইতে আগে,Past_Nrm
এখন যাইতেছ তুমি,Present_Nrm
তোমরা এখন যাইতেছ,Present_Nrm
আমি যাইতেছি বর্তমানে,Present_Nrm
আমরা যাইতেছি আজ,Present_Nrm
সে যাইতেছিল সেদিন,Past_Nrm
তারা যাইতেছিল গতকাল,Past_Nrm
আমি যাইতেছিলাম সেদিন,Past_Nrm
আমরা যাইতেছিলাম এখন,Past_Nrm
আজকে যাইতেছিলি তুই,Past_Nrm
এখন যাইতেছিলি তোরা,Past_Nrm
তুমি যাইতেছিলে সেদিন,Past_Nrm
তোমরা যাইতেছিলে এখন,Past_Nrm
আপনি এখনই যাইতেছিলেন,Past_Nrm
আজকে যাইতেছিলেন আপনারা,Past_Nrm
উনি এখনই যাইতেছিলেন,Past_Nrm
উনারা এখন যাইতেছিলেন,Past_Nrm
গতকাল যাইতেছিলেন তিনি,Past_Nrm
তুই আজকে যাইতেছিস,Present_Nrm
আজ যাইতেছিস তোরা,Present_Nrm
এখন যাইতেছে সে,Present_Nrm
আজ যাইতেছে তারা,Present_Nrm
আপনি আজ যাইতেছেন,Present_Nrm
আপনারা বর্তমানে যাইতেছেন,Present_Nrm
আজকে যাইতেছেন উনি,Present_Nrm
উনারা যাইতেছেন এখনই,Present_Nrm
আজকে যাইতেছেন তিনি,Present_Nrm
আপনি পূর্বে যাইতেন,Past_Nrm
এখনই যাইতেন আপনারা,Past_Nrm
উনি অতীতে যাইতেন,Past_Nrm
গতকাল যাইতেন উনারা,Past_Nrm
আজকে যাইতেন তিনি,Past_Nrm
আজ যাইব আমি,Future_Nrm
আগামীকাল যাইব আমরা,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই ভবিষ্যতে যাইবি,Future_Nrm
তোরা এখন যাইবি,Future_Nrm
শীঘ্রই যাইবে তুমি,Future_Nrm
তোমরা যাইবে এখনই,Future_Nrm
আপনি যাইবেন শীঘ্রই,Future_Nrm
আপনারা যাইবেন পরশু,Future_Nrm
আজ যাইবেন উনি,Future_Nrm
উনারা যাইবেন আজ,Future_Nrm
তিনি যাইবেন শীঘ্রই,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুমি যাইয়ো এখনই,Present_Nrm
তোমরা যাইয়ো আজকে,Present_Nrm
সে পূর্বে যাইল,Past_Nrm
তারা আজ যাইল,Past_Nrm
আজ যাইলাম আমি,Past_Nrm
আমরা যাইলাম আজকে,Past_Nrm
তুই যাইলি এখনই,Past_Nrm
তোরা যাইলি এখনই,Past_Nrm
এখনই যাইলে তুমি,Past_Nrm
তোমরা এখনই যাইলে,Past_Nrm
এখনই যাইলেন আপনি,Past_Nrm
আপনারা সেদিন যাইলেন,Past_Nrm
গতকাল যাইলেন উনি,Past_Nrm
উনারা যাইলেন এখন,Past_Nrm
তিনি আজকে যাইলেন,Past_Nrm
তুমি যাও বর্তমানে,Present_Nrm
আজ যাও তোমরা,Present_Nrm
আমার উচিত যাওয়া,Present_Imp
আমাদের যাওয়া উচিৎ,Present_Imp
তোমার যাওয়া প্রয়োজন,Present_Imp
দরকার যাওয়া তোমাদের,Present_Imp
তোর উচিৎ যাওয়া,Present_Imp
তোদের উচিত যাওয়া,Present_Imp
উচিৎ যাওয়া তার,Present_Imp
তাদের উচিত যাওয়া,Present_Imp
আপনার যাওয়া দরকার,Present_Imp
আপনাদের যাওয়া উচিত,Present_Imp
উনার উচিৎ যাওয়া,Present_Imp
উচিৎ যাওয়া উনাদের,Present_Imp
সে যাক আজ,Present_Nrm
তারা এখন যাক,Present_Nrm
তুই এখন লেখ,Present_Imp
আজকে লেখ তোরা,Present_Imp
আমার উচিত লেখা,Present_Imp
উচিৎ লেখা আমাদের,Present_Imp
প্রয়োজন লেখা তোমার,Present_Imp
তোমাদের লেখা উচিৎ,Present_Imp
তোর লেখা দরকার,Present_Imp
তোদের লেখা প্রয়োজন,Present_Imp
দরকার লেখা তার,Present_Imp
তাদের লেখা উচিত,Present_Imp
প্রয়োজন লেখা আপনার,Present_Imp
প্রয়োজন লেখা আপনাদের,Present_Imp
উচিৎ লেখা উনার,Present_Imp
প্রয়োজন লেখা উনাদের,Present_Imp
এখন লেখাই আমি,Present_Nrm
আমরা লেখাই বর্তমানে,Present_Nrm
তুমি এখন লেখাও,Present_Nrm
আজ লেখাও তোমরা,Present_Nrm
সে লেখাক আজ,Present_Nrm
তারা এখনই লেখাক,Present_Nrm
তুমি আজকে লেখাচ্ছ,Present_Nrm
তোমরা লেখাচ্ছ বর্তমানে,Present_Nrm
আমি বর্তমানে লেখাচ্ছি,Present_Nrm
আমরা বর্তমানে লেখাচ্ছি,Present_Nrm
সে লেখাচ্ছিল এখনই,Past_Nrm
তারা আগে লেখাচ্ছিল,Past_Nrm
আমি আজকে লেখাচ্ছিলাম,Past_Nrm
আমরা পূর্বে লেখাচ্ছিলাম,Past_Nrm
পূর্বে লেখাচ্ছিলি তুই,Past_Nrm
এখনই লেখাচ্ছিলি তোরা,Past_Nrm
আমি লেখাচ্ছিলুম গতকাল,Past_Nrm
অতীতে লেখাচ্ছিলুম আমরা,Past_Nrm
এখনই লেখাচ্ছিলে তুমি,Past_Nrm
তোমরা লেখাচ্ছিলে পূর্বে,Past_Nrm
আপনি লেখাচ্ছিলেন আজ,Past_Nrm
আপনারা লেখাচ্ছিলেন পূর্বে,Past_Nrm
পূর্বে লেখাচ্ছিলেন উনি,Past_Nrm
উনারা লেখাচ্ছিলেন এখন,Past_Nrm
তিনি আগে লেখাচ্ছিলেন,Past_Nrm
গতকাল লেখাচ্ছিলেম আমি,Past_Nrm
আমরা পূর্বে লেখাচ্ছিলেম,Past_Nrm
তুই আজ লেখাচ্ছিস,Present_Nrm
তোরা এখন লেখাচ্ছিস,Present_Nrm
এখনই লেখাচ্ছে সে,Present_Nrm
তারা এখন লেখাচ্ছে,Present_Nrm
আজকে লেখাচ্ছেন আপনি,Present_Nrm
আপনারা লেখাচ্ছেন আজ,Present_Nrm
বর্তমানে লেখাচ্ছেন উনি,Present_Nrm
আজকে লেখাচ্ছেন উনারা,Present_Nrm
এখন লেখাচ্ছেন তিনি,Present_Nrm
আজকে লেখাত সে,Past_Nrm
তারা লেখাত পূর্বে,Past_Nrm
আমি লেখাতাম গতকাল,Past_Nrm
আমরা পূর্বে লেখাতাম,Past_Nrm
পূর্বে লেখাতিস তুই,Past_Nrm
তোরা এখনই লেখাতিস,Past_Nrm
আগে লেখাতুম আমি,Past_Nrm
আমরা লেখাতুম সেদিন,Past_Nrm
গতকাল লেখাতে তুমি,Past_Nrm
পূর্বে লেখাতে তোমরা,Past_Nrm
এখন লেখাতেন আপনি,Past_Nrm
আপনারা লেখাতেন আগে,Past_Nrm
উনি লেখাতেন অতীতে,Past_Nrm
এখনই লেখাতেন উনারা,Past_Nrm
তিনি এখনই লেখাতেন,Past_Nrm
আমি লেখাতেম আজ,Past_Nrm
আমরা লেখাতেম আজকে,Past_Nrm
আপনি বর্তমানে লেখান,Present_Nrm
আপনারা বর্তমানে লেখান,Present_Nrm
উনি লেখান এখন,Present_Nrm
আজ লেখান উনারা,Present_Nrm
আজকে লেখান তিনি,Present_Nrm
আমাকে লেখানো উচিত,Present_Nrm
আমাদেরকে লেখানো দরকার,Present_Nrm
উচিৎ লেখানো তোমাকে,Present_Nrm
তোমাদেরকে লেখানো উচিত,Present_Nrm
তোকে লেখানো উচিত,Present_Nrm
তোদেরকে লেখানো উচিত,Present_Nrm
তাকে লেখানো দরকার,Present_Nrm
উচিৎ লেখানো তাদেরকে,Present_Nrm
আপনাকে দরকার লেখানো,Present_Nrm
আপনাদেরকে প্রয়োজন লেখানো,Present_Nrm
উচিৎ লেখানো উনাকে,Present_Nrm
উনাদেরকে দরকার লেখানো,Present_Nrm
আমি আজকে লেখাব,Future_Nrm
আমরা আগামিকাল লেখাব,Future_Nrm
কোনো বাক্য তৈরি হয়নি,Error
তুই এখন লেখাবি,Future_Nrm
এখন লেখাবি তোরা,Future_Nrm
আজকে লেখাবে তুমি,Future_Nrm
তোমরা লেখাবে পরশু,Future_Nrm
আপনি লেখাবেন শীঘ্রই,Future_Nrm
আপনারা আজকে লেখাবেন,Future_Nrm
এখন লেখাবেন উনি,Future_Nrm
উনারা আজকে লেখাবেন,Future_Nrm
তিনি ভবিষ্যতে লেখাবেন,Future_Nrm
আমি লেখাবো ভবিষ্যতে,Future_Nrm
আমরা আজকে লেখাবো,Future_Nrm
সে বর্তমানে লেখায়,Present_Nrm
তারা লেখায় আজকে,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
সে লেখাল অতীতে,Past_Nrm
এখন লেখাল তারা,Past_Nrm
এখনই লেখালাম আমি,Past_Nrm
আমরা আজ লেখালাম,Past_Nrm
আজ লেখালি তুই,Past_Nrm
তোরা লেখালি এখন,Past_Nrm
আমি আজ লেখালুম,Past_Nrm
আমরা লেখালুম আজকে,Past_Nrm
তুমি লেখালে আগে,Past_Nrm
অতীতে লেখালে তোমরা,Past_Nrm
আপনি লেখালেন গতকাল,Past_Nrm
আপনারা লেখালেন আজ,Past_Nrm
উনি লেখালেন অতীতে,Past_Nrm
উনারা লেখালেন পূর্বে,Past_Nrm
তিনি পূর্বে লেখালেন,Past_Nrm
আমি এখন লেখালেম,Past_Nrm
আমরা লেখালেম গতকাল,Past_Nrm
তুই লেখাস আজ,Present_Nrm
তোরা আজ লেখাস,Present_Nrm
এখন লেখে সে,Present_Nrm
তারা লেখে আজ,Present_Nrm
আপনি আজ লেখেন,Present_Nrm
আজকে লেখেন আপনারা,Present_Nrm
আজকে লেখেন উনি,Present_Nrm
উনারা বর্তমানে লেখেন,Present_Nrm
বর্তমানে লেখেন তিনি,Present_Nrm
কোনো বাক্য তৈরি হয়নি,Error
এখন শোন তুই,Present_Imp
আজকে শোন তোরা,Present_Imp
আমার দরকার শোনা,Present_Imp
আমাদের উচিৎ শোনা,Present_Imp
তোমার উচিৎ শোনা,Present_Imp
তোমাদের দরকার শোনা,Present_Imp
উচিত শোনা তোর,Present_Imp
প্রয়োজন শোনা তোদের,Present_Imp
তার শোনা প্রয়োজন,Present_Imp
উচিৎ শোনা তাদের,Present_Imp
আপনার প্রয়োজন শোনা,Present_Imp
প্রয়োজন শোনা আপনাদের,Present_Imp
উনার উচিত শোনা,Present_Imp
