Id,Sentence,Tense
5684,উনারা আজ বলাইতেছিলেন,Past_Nrm
5685,আজকে বলাইতেছিলেন তিনি,Past_Nrm
5686,আজ বলাইতেছিস তুই,Present_Nrm
5687,তোরা বলাইতেছিস এখনই,Present_Nrm
5688,এখনই বলাইতেছে সে,Present_Nrm
5689,তারা বর্তমানে বলাইতেছে,Present_Nrm
5690,আপনি এখনই বলাইতেছেন,Present_Nrm
5691,আপনারা বর্তমানে বলাইতেছেন,Present_Nrm
5692,উনি বলাইতেছেন আজ,Present_Nrm
5693,উনারা বর্তমানে বলাইতেছেন,Present_Nrm
5694,আজকে বলাইতেছেন তিনি,Present_Nrm
5695,এখনই বলাইতেন আপনি,Past_Nrm
5696,আপনারা আজকে বলাইতেন,Past_Nrm
5697,উনি সেদিন বলাইতেন,Past_Nrm
5698,সেদিন বলাইতেন উনারা,Past_Nrm
5699,তিনি আজ বলাইতেন,Past_Nrm
5700,ভবিষ্যতে বলাইব আমি,Future_Nrm
5701,আমরা এখনই বলাইব,Future_Nrm
5702,তুই আগামিকাল বলাইবি,Future_Nrm
5703,তোরা আগামিকাল বলাইবি,Future_Nrm
5704,তুমি শীঘ্রই বলাইবে,Future_Nrm
5705,তোমরা বলাইবে এখনই,Future_Nrm
5706,আপনি এখনই বলাইবেন,Future_Nrm
5707,ভবিষ্যতে বলাইবেন আপনারা,Future_Nrm
5708,উনি বলাইবেন এখনই,Future_Nrm
5709,উনারা ভবিষ্যতে বলাইবেন,Future_Nrm
5710,তিনি বলাইবেন শীঘ্রই,Future_Nrm
5711,বর্তমানে বলাইয়াছ তুমি,Present_Nrm
5712,তোমরা বলাইয়াছ এখনই,Present_Nrm
5713,আমি বলাইয়াছি এখন,Present_Nrm
5714,এখন বলাইয়াছি আমরা,Present_Nrm
5715,সে বলাইয়াছিল আজ,Past_Nrm
5716,তারা আগে বলাইয়াছিল,Past_Nrm
5717,গতকাল বলাইয়াছিলাম আমি,Past_Nrm
5718,সেদিন বলাইয়াছিলাম আমরা,Past_Nrm
5719,এখনই বলাইয়াছিলি তুই,Past_Nrm
5720,আগে বলাইয়াছিলি তোরা,Past_Nrm
5721,এখন বলাইয়াছিলে তুমি,Past_Nrm
5722,তোমরা অতীতে বলাইয়াছিলে,Past_Nrm
5723,পূর্বে বলাইয়াছিলেন আপনি,Past_Nrm
5724,আপনারা বলাইয়াছিলেন সেদিন,Past_Nrm
5725,উনি এখন বলাইয়াছিলেন,Past_Nrm
5726,উনারা এখন বলাইয়াছিলেন,Past_Nrm
5727,এখন বলাইয়াছিলেন তিনি,Past_Nrm
5728,তুই এখনই বলাইয়াছিস,Present_Nrm
5729,তোরা বলাইয়াছিস এখনই,Present_Nrm
5730,সে বলাইয়াছে বর্তমানে,Present_Nrm
5731,এখন বলাইয়াছে তারা,Present_Nrm
5732,আপনি এখন বলাইয়াছেন,Present_Nrm
5733,আপনারা বলাইয়াছেন এখন,Present_Nrm
5734,আজ বলাইয়াছেন উনি,Present_Nrm
5735,উনারা আজ বলাইয়াছেন,Present_Nrm
5736,তিনি এখন বলাইয়াছেন,Present_Nrm
5737,তুমি এখনই বলাইয়ো,Present_Nrm
5738,তোমরা বলাইয়ো এখন,Present_Nrm
5739,সে বলাইল পূর্বে,Past_Nrm
5740,তারা অতীতে বলাইল,Past_Nrm
5741,আমি পূর্বে বলাইলাম,Past_Nrm
5742,এখনই বলাইলাম আমরা,Past_Nrm
5743,গতকাল বলাইলি তুই,Past_Nrm
5744,তোরা আজকে বলাইলি,Past_Nrm
5745,তুমি বলাইলে অতীতে,Past_Nrm
5746,তোমরা আজ বলাইলে,Past_Nrm
5747,আপনি বলাইলেন এখনই,Past_Nrm
5748,আপনারা আগে বলাইলেন,Past_Nrm
5749,উনি বলাইলেন গতকাল,Past_Nrm
5750,পূর্বে বলাইলেন উনারা,Past_Nrm
5751,তিনি এখন বলাইলেন,Past_Nrm
5752,তুমি বলাও এখন,Present_Nrm
5753,এখন বলাও তোমরা,Present_Nrm
5754,আজকে বলাক সে,Present_Nrm
5755,তারা এখন বলাক,Present_Nrm
5756,আজকে বলাচ্ছ তুমি,Present_Nrm
5757,তোমরা এখন বলাচ্ছ,Present_Nrm
5758,আমি বলাচ্ছি আজকে,Present_Nrm
5759,আমরা বলাচ্ছি আজকে,Present_Nrm
5760,সে সেদিন বলাচ্ছিল,Past_Nrm
5761,অতীতে বলাচ্ছিল তারা,Past_Nrm
5762,আমি বলাচ্ছিলাম গতকাল,Past_Nrm
5763,এখনই বলাচ্ছিলাম আমরা,Past_Nrm
5764,তুই বলাচ্ছিলি এখনই,Past_Nrm
5765,অতীতে বলাচ্ছিলি তোরা,Past_Nrm
5766,আমি পূর্বে বলাচ্ছিলুম,Past_Nrm
5767,আমরা বলাচ্ছিলুম গতকাল,Past_Nrm
5768,তুমি সেদিন বলাচ্ছিলে,Past_Nrm
5769,এখন বলাচ্ছিলে তোমরা,Past_Nrm
5770,আপনি বলাচ্ছিলেন আগে,Past_Nrm
5771,আপনারা বলাচ্ছিলেন এখন,Past_Nrm
5772,উনি বলাচ্ছিলেন গতকাল,Past_Nrm
5773,উনারা বলাচ্ছিলেন আজ,Past_Nrm
5774,তিনি বলাচ্ছিলেন গতকাল,Past_Nrm
5775,আমি আগে বলাচ্ছিলেম,Past_Nrm
5776,আমরা এখনই বলাচ্ছিলেম,Past_Nrm
5777,তুই বলাচ্ছিস এখন,Present_Nrm
5778,আজকে বলাচ্ছিস তোরা,Present_Nrm
5779,আজ বলাচ্ছে সে,Present_Nrm
5780,তারা বলাচ্ছে এখন,Present_Nrm
5781,আপনি বলাচ্ছেন আজ,Present_Nrm
5782,আজকে বলাচ্ছেন আপনারা,Present_Nrm
5783,আজকে বলাচ্ছেন উনি,Present_Nrm
5784,উনারা বলাচ্ছেন এখন,Present_Nrm
5785,তিনি বর্তমানে বলাচ্ছেন,Present_Nrm
5786,সেদিন বলাত সে,Past_Nrm
5787,তারা বলাত অতীতে,Past_Nrm
5788,আমি পূর্বে বলাতাম,Past_Nrm
5789,আমরা সেদিন বলাতাম,Past_Nrm
5790,তুই সেদিন বলাতিস,Past_Nrm
5791,অতীতে বলাতিস তোরা,Past_Nrm
5792,আমি গতকাল বলাতুম,Past_Nrm
5793,আমরা পূর্বে বলাতুম,Past_Nrm
5794,এখনই বলাতে তুমি,Past_Nrm
5795,তোমরা আজকে বলাতে,Past_Nrm
5796,এখন বলাতেন আপনি,Past_Nrm
5797,আপনারা বলাতেন পূর্বে,Past_Nrm
5798,উনি বলাতেন সেদিন,Past_Nrm
5799,উনারা এখনই বলাতেন,Past_Nrm
5800,তিনি এখন বলাতেন,Past_Nrm
5801,আমি বলাতেম আগে,Past_Nrm
5802,আমরা বলাতেম আগে,Past_Nrm
5803,আপনি বর্তমানে বলান,Present_Nrm
5804,আপনারা এখনই বলান,Present_Nrm
5805,উনি বর্তমানে বলান,Present_Nrm
5806,উনারা বলান এখন,Present_Nrm
5807,আজকে বলান তিনি,Present_Nrm
5808,উচিত বলানো আমাকে,Present_Nrm
5809,আমাদেরকে উচিত বলানো,Present_Nrm
5810,তোমাকে উচিৎ বলানো,Present_Nrm
5811,উচিৎ বলানো তোমাদেরকে,Present_Nrm
5812,তোকে উচিৎ বলানো,Present_Nrm
5813,দরকার বলানো তোদেরকে,Present_Nrm
5814,তাকে বলানো উচিৎ,Present_Nrm
5815,তাদেরকে উচিৎ বলানো,Present_Nrm
5816,আপনাকে বলানো দরকার,Present_Nrm
5817,দরকার বলানো আপনাদেরকে,Present_Nrm
5818,উনাকে বলানো দরকার,Present_Nrm
5819,উনাদেরকে বলানো দরকার,Present_Nrm
5820,আগামিকাল বলাব আমি,Future_Nrm
5821,ভবিষ্যতে বলাব আমরা,Future_Nrm
5822,তুই ভবিষ্যতে বলাবি,Future_Nrm
5823,তোরা বলাবি এখনই,Future_Nrm
5824,তুমি আগামীকাল বলাবে,Future_Nrm
5825,তোমরা আজ বলাবে,Future_Nrm
5826,এখন বলাবেন আপনি,Future_Nrm
5827,আজকে বলাবেন আপনারা,Future_Nrm
5828,ভবিষ্যতে বলাবেন উনি,Future_Nrm
5829,পরশু বলাবেন উনারা,Future_Nrm
5830,আগামীকাল বলাবেন তিনি,Future_Nrm
5831,আমি বলাবো আগামীকাল,Future_Nrm
5832,আমরা আগামীকাল বলাবো,Future_Nrm
5833,সে বলায় এখনই,Present_Nrm
5834,তারা আজকে বলায়,Present_Nrm
5835,পূর্বে বলাল সে,Past_Nrm
5836,আজ বলাল তারা,Past_Nrm
5837,আমি আগে বলালাম,Past_Nrm
5838,আমরা বলালাম এখনই,Past_Nrm
5839,তুই অতীতে বলালি,Past_Nrm
5840,তোরা এখনই বলালি,Past_Nrm
5841,সেদিন বলালুম আমি,Past_Nrm
5842,আমরা পূর্বে বলালুম,Past_Nrm
5843,গতকাল বলালে তুমি,Past_Nrm
5844,আজকে বলালে তোমরা,Past_Nrm
5845,সেদিন বলালেন আপনি,Past_Nrm
5846,আপনারা এখনই বলালেন,Past_Nrm
5847,পূর্বে বলালেন উনি,Past_Nrm
5848,উনারা অতীতে বলালেন,Past_Nrm
5849,তিনি বলালেন এখন,Past_Nrm
5850,আমি আগে বলালেম,Past_Nrm
5851,আমরা আজকে বলালেম,Past_Nrm
5852,তুই বলাস আজকে,Present_Nrm
5853,এখন বলাস তোরা,Present_Nrm
5854,তুই বলি এখনই,Past_Nrm
5855,আজকে বলি তোরা,Past_Nrm
5856,আজকে বলিও তুমি,Present_Nrm
5857,তোমরা বলিও এখনই,Present_Nrm
5858,সে আগে বলিত,Past_Nrm
5859,গতকাল বলিত তারা,Past_Nrm
5860,আমি বলিতাম আজ,Past_Nrm
5861,আমরা বলিতাম আজকে,Past_Nrm
5862,তুই বলিতিস গতকাল,Past_Nrm
5863,তোরা আগে বলিতিস,Past_Nrm
5864,তুমি এখনই বলিতে,Past_Nrm
5865,তোমরা পূর্বে বলিতে,Past_Nrm
5866,তুমি বলিতেছ বর্তমানে,Present_Nrm
5867,তোমরা আজকে বলিতেছ,Present_Nrm
5868,আমি বলিতেছি এখনই,Present_Nrm
5869,বর্তমানে বলিতেছি আমরা,Present_Nrm
5870,সে বলিতেছিল আজ,Past_Nrm
5871,তারা এখনই বলিতেছিল,Past_Nrm
5872,আমি গতকাল বলিতেছিলাম,Past_Nrm
5873,আমরা পূর্বে বলিতেছিলাম,Past_Nrm
5874,তুই বলিতেছিলি এখন,Past_Nrm
5875,তোরা পূর্বে বলিতেছিলি,Past_Nrm
5876,তুমি বলিতেছিলে সেদিন,Past_Nrm
5877,তোমরা আজকে বলিতেছিলে,Past_Nrm
5878,আপনি আজ বলিতেছিলেন,Past_Nrm
5879,এখনই বলিতেছিলেন আপনারা,Past_Nrm
5880,উনি বলিতেছিলেন আজকে,Past_Nrm
5881,উনারা আজ বলিতেছিলেন,Past_Nrm
5882,তিনি সেদিন বলিতেছিলেন,Past_Nrm
5883,তুই এখন বলিতেছিস,Present_Nrm
5884,তোরা বলিতেছিস এখন,Present_Nrm
5885,সে বলিতেছে বর্তমানে,Present_Nrm
5886,তারা আজ বলিতেছে,Present_Nrm
5887,আপনি বলিতেছেন আজ,Present_Nrm
5888,আপনারা বর্তমানে বলিতেছেন,Present_Nrm
5889,উনি বর্তমানে বলিতেছেন,Present_Nrm
5890,উনারা এখনই বলিতেছেন,Present_Nrm
5891,তিনি এখনই বলিতেছেন,Present_Nrm
5892,সেদিন বলিতেন আপনি,Past_Nrm
5893,আজ বলিতেন আপনারা,Past_Nrm
5894,উনি আগে বলিতেন,Past_Nrm
5895,সেদিন বলিতেন উনারা,Past_Nrm
5896,তিনি বলিতেন অতীতে,Past_Nrm
5897,আমি শীঘ্রই বলিব,Future_Nrm
5898,আগামিকাল বলিব আমরা,Future_Nrm
5899,তুই এখনই বলিবি,Future_Nrm
5900,তোরা বলিবি ভবিষ্যতে,Future_Nrm
5901,তুমি বলিবে আগামীকাল,Future_Nrm
5902,তোমরা আজকে বলিবে,Future_Nrm
5903,আপনি বলিবেন শীঘ্রই,Future_Nrm
5904,আগামীকাল বলিবেন আপনারা,Future_Nrm
5905,উনি পরশু বলিবেন,Future_Nrm
5906,উনারা বলিবেন আজ,Future_Nrm
5907,তিনি বলিবেন আজ,Future_Nrm
5908,তুমি এখনই বলিয়াছ,Present_Nrm
5909,এখন বলিয়াছ তোমরা,Present_Nrm
5910,আমি আজ বলিয়াছি,Present_Nrm
5911,আমরা বলিয়াছি এখনই,Present_Nrm
5912,সে বলিয়াছিল সেদিন,Past_Nrm
5913,আজ বলিয়াছিল তারা,Past_Nrm
5914,আমি আগে বলিয়াছিলাম,Past_Nrm
5915,এখন বলিয়াছিলাম আমরা,Past_Nrm
5916,তুই এখন বলিয়াছিলি,Past_Nrm
5917,তোরা পূর্বে বলিয়াছিলি,Past_Nrm
5918,সেদিন বলিয়াছিলে তুমি,Past_Nrm
5919,তোমরা এখন বলিয়াছিলে,Past_Nrm
5920,আপনি বলিয়াছিলেন সেদিন,Past_Nrm
5921,আপনারা বলিয়াছিলেন পূর্বে,Past_Nrm
5922,উনি এখনই বলিয়াছিলেন,Past_Nrm
5923,উনারা গতকাল বলিয়াছিলেন,Past_Nrm
5924,তিনি গতকাল বলিয়াছিলেন,Past_Nrm
5925,তুই বর্তমানে বলিয়াছিস,Present_Nrm
5926,তোরা বলিয়াছিস এখন,Present_Nrm
5927,আজকে বলিয়াছে সে,Present_Nrm
5928,এখন বলিয়াছে তারা,Present_Nrm
5929,বর্তমানে বলিয়াছেন আপনি,Present_Nrm
5930,আপনারা বলিয়াছেন আজকে,Present_Nrm
5931,আজকে বলিয়াছেন উনি,Present_Nrm
5932,উনারা এখন বলিয়াছেন,Present_Nrm
5933,তিনি আজকে বলিয়াছেন,Present_Nrm
5934,তুমি আজ বলিয়েছ,Present_Nrm
5935,তোমরা বর্তমানে বলিয়েছ,Present_Nrm
5936,আমি এখনই বলিয়েছি,Present_Nrm
5937,আমরা বলিয়েছি এখনই,Present_Nrm
5938,সে আজ বলিয়েছিল,Past_Nrm
5939,তারা পূর্বে বলিয়েছিল,Past_Nrm
5940,আমি বলিয়েছিলাম এখন,Past_Nrm
5941,আমরা আজকে বলিয়েছিলাম,Past_Nrm
5942,তুই বলিয়েছিলি আজ,Past_Nrm
5943,আজকে বলিয়েছিলি তোরা,Past_Nrm
5944,আমি গতকাল বলিয়েছিলুম,Past_Nrm
5945,এখন বলিয়েছিলুম আমরা,Past_Nrm
5946,গতকাল বলিয়েছিলে তুমি,Past_Nrm
5947,তোমরা পূর্বে বলিয়েছিলে,Past_Nrm
5948,আজকে বলিয়েছিলেন আপনি,Past_Nrm
5949,আপনারা অতীতে বলিয়েছিলেন,Past_Nrm
5950,আজকে বলিয়েছিলেন উনি,Past_Nrm
5951,উনারা সেদিন বলিয়েছিলেন,Past_Nrm
5952,তিনি বলিয়েছিলেন আজকে,Past_Nrm
5953,আমি পূর্বে বলিয়েছিলেম,Past_Nrm
5954,আমরা এখন বলিয়েছিলেম,Past_Nrm
5955,তুই এখন বলিয়েছিস,Present_Nrm
5956,তোরা বলিয়েছিস আজকে,Present_Nrm
5957,বর্তমানে বলিয়েছে সে,Present_Nrm
5958,এখনই বলিয়েছে তারা,Present_Nrm
5959,আপনি বর্তমানে বলিয়েছেন,Present_Nrm
5960,আপনারা এখন বলিয়েছেন,Present_Nrm
5961,আজকে বলিয়েছেন উনি,Present_Nrm
5962,উনারা বলিয়েছেন বর্তমানে,Present_Nrm
5963,তিনি বলিয়েছেন এখন,Present_Nrm
5964,তুমি আজ বলিয়ো,Present_Nrm
5965,তোমরা বর্তমানে বলিয়ো,Present_Nrm
5966,সে এখনই বলিল,Past_Nrm
5967,এখনই বলিল তারা,Past_Nrm
5968,আমি বলিলাম এখন,Past_Nrm
5969,এখন বলিলাম আমরা,Past_Nrm
5970,তুই বলিলি অতীতে,Past_Nrm
5971,তোরা বলিলি অতীতে,Past_Nrm
5972,আজকে বলিলে তুমি,Past_Nrm
5973,তোমরা বলিলে এখনই,Past_Nrm
5974,আপনি আজ বলিলেন,Past_Nrm
5975,আজ বলিলেন আপনারা,Past_Nrm
5976,এখনই বলিলেন উনি,Past_Nrm
5977,এখনই বলিলেন উনারা,Past_Nrm
5978,আগে বলিলেন তিনি,Past_Nrm
5979,এখনই বলিস তুই,Present_Nrm
5980,তোরা বলিস বর্তমানে,Present_Nrm
5981,সে বলুক এখন,Present_Nrm
5982,তারা আজকে বলুক,Present_Nrm
5983,আজকে বলুন আপনি,Present_Nrm
5984,আজ বলুন আপনারা,Present_Nrm
5985,উনি বলুন এখনই,Present_Nrm
5986,উনারা আজ বলুন,Present_Nrm
5987,তিনি বলুন বর্তমানে,Present_Nrm
5988,আগে বলে তুমি,Past_Nrm
5989,তোমরা বলে আজ,Past_Nrm
5990,তুমি আজকে বলেছ,Present_Nrm
5991,তোমরা এখন বলেছ,Present_Nrm
5992,এখনই বলেছি আমি,Present_Nrm
5993,আমরা এখন বলেছি,Present_Nrm
5994,সে অতীতে বলেছিল,Past_Nrm
5995,তারা বলেছিল আজ,Past_Nrm
5996,গতকাল বলেছিলাম আমি,Past_Nrm
5997,আমরা আজকে বলেছিলাম,Past_Nrm
5998,তুই সেদিন বলেছিলি,Past_Nrm
5999,তোরা বলেছিলি আজ,Past_Nrm
6000,আমি বলেছিলুম অতীতে,Past_Nrm
6001,আমরা বলেছিলুম গতকাল,Past_Nrm
6002,তুমি আজ বলেছিলে,Past_Nrm
6003,তোমরা আগে বলেছিলে,Past_Nrm
6004,পূর্বে বলেছিলেন আপনি,Past_Nrm
6005,আজকে বলেছিলেন আপনারা,Past_Nrm
6006,উনি গতকাল বলেছিলেন,Past_Nrm
6007,এখন বলেছিলেন উনারা,Past_Nrm
6008,তিনি বলেছিলেন আজকে,Past_Nrm
6009,আমি বলেছিলেম গতকাল,Past_Nrm
6010,আমরা বলেছিলেম এখন,Past_Nrm
6011,তুই বলেছিস বর্তমানে,Present_Nrm
6012,এখন বলেছিস তোরা,Present_Nrm
6013,সে আজকে বলেছে,Present_Nrm
6014,তারা বলেছে এখন,Present_Nrm
6015,আপনি এখনই বলেছেন,Present_Nrm
6016,আপনারা বলেছেন আজ,Present_Nrm
6017,উনি বলেছেন এখনই,Present_Nrm
6018,উনারা এখন বলেছেন,Present_Nrm
6019,তিনি বলেছেন আজকে,Present_Nrm
6020,পূর্বে বলেন আপনি,Past_Nrm
6021,অতীতে বলেন আপনারা,Past_Nrm
6022,উনি বলেন এখন,Past_Nrm
6023,উনারা বলেন অতীতে,Past_Nrm
6024,তিনি পূর্বে বলেন,Past_Nrm
6025,তুমি বলো এখন,Present_Nrm
6026,তোমরা এখন বলো,Present_Nrm
6027,তুমি আজকে বলছ,Present_Nrm
6028,তোমরা বর্তমানে বলছ,Present_Nrm
6029,আমি আজ বলছি,Present_Nrm
6030,আমরা বলছি আজকে,Present_Nrm
6031,সে সেদিন বলছিল,Past_Nrm
6032,তারা এখনই বলছিল,Past_Nrm
6033,আজকে বলছিলাম আমি,Past_Nrm
6034,আমরা আজ বলছিলাম,Past_Nrm
6035,তুই পূর্বে বলছিলি,Past_Nrm
6036,তোরা বলছিলি আগে,Past_Nrm
6037,আমি বলছিলুম এখন,Past_Nrm
6038,আমরা বলছিলুম অতীতে,Past_Nrm
6039,আজ বলছিলে তুমি,Past_Nrm
6040,এখনই বলছিলে তোমরা,Past_Nrm
6041,আপনি আজকে বলছিলেন,Past_Nrm
6042,আপনারা আজ বলছিলেন,Past_Nrm
6043,উনি আজকে বলছিলেন,Past_Nrm
6044,আজ বলছিলেন উনারা,Past_Nrm
6045,গতকাল বলছিলেন তিনি,Past_Nrm
6046,আমি বলছিলেম আগে,Past_Nrm
6047,অতীতে বলছিলেম আমরা,Past_Nrm
6048,তুই আজ বলছিস,Present_Nrm
6049,তোরা আজকে বলছিস,Present_Nrm
6050,সে বলছে এখন,Present_Nrm
6051,এখন বলছে তারা,Present_Nrm
6052,আপনি বলছেন আজকে,Present_Nrm
6053,আপনারা এখনই বলছেন,Present_Nrm
6054,উনি আজ বলছেন,Present_Nrm
6055,আজকে বলছেন উনারা,Present_Nrm
6056,তিনি বলছেন আজকে,Present_Nrm
6057,সে বলত এখন,Past_Nrm
6058,তারা বলত সেদিন,Past_Nrm
6059,আমি বলতাম পূর্বে,Past_Nrm
6060,আজকে বলতাম আমরা,Past_Nrm
6061,আজকে বলতিস তুই,Past_Nrm
6062,তোরা বলতিস আজকে,Past_Nrm
6063,আমি বলতুম এখন,Past_Nrm
6064,আমরা বলতুম আজ,Past_Nrm
6065,তুমি অতীতে বলতে,Past_Nrm
6066,তোমরা বলতে অতীতে,Past_Nrm
6067,সেদিন বলতেন আপনি,Past_Nrm
6068,আপনারা এখন বলতেন,Past_Nrm
6069,উনি এখনই বলতেন,Past_Nrm
6070,এখনই বলতেন উনারা,Past_Nrm
6071,তিনি বলতেন এখন,Past_Nrm
6072,আমি বলতেম আগে,Past_Nrm
6073,গতকাল বলতেম আমরা,Past_Nrm
6074,আমি ভবিষ্যতে বলব,Future_Nrm
6075,আজকে বলব আমরা,Future_Nrm
6076,তুই পরশু বলবি,Future_Nrm
6077,তোরা বলবি আজকে,Future_Nrm
6078,ভবিষ্যতে বলবে তুমি,Future_Nrm
6079,শীঘ্রই বলবে তোমরা,Future_Nrm
6080,আগামিকাল বলবেন আপনি,Future_Nrm
6081,আপনারা বলবেন আজ,Future_Nrm
6082,উনি আজকে বলবেন,Future_Nrm
6083,আজকে বলবেন উনারা,Future_Nrm
6084,শীঘ্রই বলবেন তিনি,Future_Nrm
6085,আমি এখনই বলবো,Future_Nrm
6086,আমরা বলবো আজকে,Future_Nrm
6087,সে সেদিন বলল,Past_Nrm
6088,তারা পূর্বে বলল,Past_Nrm
6089,আগে বললাম আমি,Past_Nrm
6090,আমরা বললাম সেদিন,Past_Nrm
6091,তুই বললি সেদিন,Past_Nrm
6092,তোরা বললি আজকে,Past_Nrm
6093,আমি আজ বললুম,Past_Nrm
6094,এখনই বললুম আমরা,Past_Nrm
6095,তুমি বললে আজকে,Past_Nrm
6096,তোমরা বললে আজকে,Past_Nrm
6097,আপনি গতকাল বললেন,Past_Nrm
6098,পূর্বে বললেন আপনারা,Past_Nrm
6099,উনি বললেন আজ,Past_Nrm
6100,উনারা সেদিন বললেন,Past_Nrm
6101,তিনি বললেন পূর্বে,Past_Nrm
6102,আমি আগে বললেম,Past_Nrm
6103,আমরা অতীতে বললেম,Past_Nrm
6104,তুই এখন ভাব,Present_Imp
6105,তোরা ভাব বর্তমানে,Present_Imp
6106,উচিত ভাবা আমার,Present_Imp
6107,আমাদের ভাবা দরকার,Present_Imp
6108,উচিৎ ভাবা তোমার,Present_Imp
6109,উচিত ভাবা তোমাদের,Present_Imp
6110,তোর উচিত ভাবা,Present_Imp
6111,উচিত ভাবা তোদের,Present_Imp
6112,উচিত ভাবা তার,Present_Imp
6113,তাদের প্রয়োজন ভাবা,Present_Imp
6114,উচিৎ ভাবা আপনার,Present_Imp
6115,আপনাদের উচিত ভাবা,Present_Imp
6116,উনার প্রয়োজন ভাবা,Present_Imp
6117,উনাদের ভাবা উচিত,Present_Imp
6118,আজকে ভাবাই আমি,Present_Nrm
6119,বর্তমানে ভাবাই আমরা,Present_Nrm
6120,তুমি বর্তমানে ভাবাইও,Present_Nrm
6121,তোমরা আজ ভাবাইও,Present_Nrm
6122,সে ভাবাইত আজ,Past_Nrm
6123,আজকে ভাবাইত তারা,Past_Nrm
6124,আমি এখন ভাবাইতাম,Past_Nrm
6125,আমরা আজকে ভাবাইতাম,Past_Nrm
6126,তুই ভাবাইতিস এখন,Past_Nrm
6127,এখন ভাবাইতিস তোরা,Past_Nrm
6128,তুমি ভাবাইতে গতকাল,Past_Nrm
6129,পূর্বে ভাবাইতে তোমরা,Past_Nrm
6130,তুমি আজ ভাবাইতেছ,Present_Nrm
6131,তোমরা ভাবাইতেছ আজকে,Present_Nrm
6132,আমি বর্তমানে ভাবাইতেছি,Present_Nrm
6133,আমরা ভাবাইতেছি আজকে,Present_Nrm
6134,এখন ভাবাইতেছিল সে,Past_Nrm
6135,তারা ভাবাইতেছিল পূর্বে,Past_Nrm
6136,আমি এখনই ভাবাইতেছিলাম,Past_Nrm
6137,আমরা ভাবাইতেছিলাম আজকে,Past_Nrm
6138,এখন ভাবাইতেছিলি তুই,Past_Nrm
6139,তোরা আজ ভাবাইতেছিলি,Past_Nrm
6140,তুমি গতকাল ভাবাইতেছিলে,Past_Nrm
6141,তোমরা আজ ভাবাইতেছিলে,Past_Nrm
6142,অতীতে ভাবাইতেছিলেন আপনি,Past_Nrm
6143,আপনারা ভাবাইতেছিলেন আজকে,Past_Nrm
6144,উনি আগে ভাবাইতেছিলেন,Past_Nrm
6145,গতকাল ভাবাইতেছিলেন উনারা,Past_Nrm
6146,তিনি ভাবাইতেছিলেন পূর্বে,Past_Nrm
6147,তুই ভাবাইতেছিস এখনই,Present_Nrm
6148,তোরা এখন ভাবাইতেছিস,Present_Nrm
6149,এখন ভাবাইতেছে সে,Present_Nrm
6150,তারা এখনই ভাবাইতেছে,Present_Nrm
6151,আপনি আজ ভাবাইতেছেন,Present_Nrm
6152,আপনারা ভাবাইতেছেন আজ,Present_Nrm
6153,আজ ভাবাইতেছেন উনি,Present_Nrm
6154,আজকে ভাবাইতেছেন উনারা,Present_Nrm
6155,তিনি আজকে ভাবাইতেছেন,Present_Nrm
6156,আপনি ভাবাইতেন আজকে,Past_Nrm
6157,আপনারা ভাবাইতেন গতকাল,Past_Nrm
6158,এখনই ভাবাইতেন উনি,Past_Nrm
6159,সেদিন ভাবাইতেন উনারা,Past_Nrm
6160,এখনই ভাবাইতেন তিনি,Past_Nrm
6161,আমি ভবিষ্যতে ভাবাইব,Future_Nrm
6162,আমরা আগামীকাল ভাবাইব,Future_Nrm
6163,তুই ভাবাইবি এখনই,Future_Nrm
6164,তোরা ভাবাইবি শীঘ্রই,Future_Nrm
6165,আগামীকাল ভাবাইবে তুমি,Future_Nrm
6166,তোমরা আজ ভাবাইবে,Future_Nrm
6167,আপনি আজ ভাবাইবেন,Future_Nrm
6168,আপনারা ভাবাইবেন আজকে,Future_Nrm
6169,পরশু ভাবাইবেন উনি,Future_Nrm
6170,ভবিষ্যতে ভাবাইবেন উনারা,Future_Nrm
6171,তিনি ভাবাইবেন পরশু,Future_Nrm
6172,আজকে ভাবাইয়াছ তুমি,Present_Nrm
6173,তোমরা এখন ভাবাইয়াছ,Present_Nrm
6174,বর্তমানে ভাবাইয়াছি আমি,Present_Nrm
6175,আমরা এখনই ভাবাইয়াছি,Present_Nrm
6176,পূর্বে ভাবাইয়াছিল সে,Past_Nrm
6177,পূর্বে ভাবাইয়াছিল তারা,Past_Nrm
6178,আমি সেদিন ভাবাইয়াছিলাম,Past_Nrm
6179,পূর্বে ভাবাইয়াছিলাম আমরা,Past_Nrm
6180,তুই ভাবাইয়াছিলি আজ,Past_Nrm
6181,গতকাল ভাবাইয়াছিলি তোরা,Past_Nrm
6182,সেদিন ভাবাইয়াছিলে তুমি,Past_Nrm
6183,এখনই ভাবাইয়াছিলে তোমরা,Past_Nrm
6184,আজ ভাবাইয়াছিলেন আপনি,Past_Nrm
6185,আপনারা ভাবাইয়াছিলেন পূর্বে,Past_Nrm
6186,এখনই ভাবাইয়াছিলেন উনি,Past_Nrm
6187,উনারা ভাবাইয়াছিলেন আগে,Past_Nrm
6188,তিনি ভাবাইয়াছিলেন সেদিন,Past_Nrm
6189,তুই এখনই ভাবাইয়াছিস,Present_Nrm
6190,বর্তমানে ভাবাইয়াছিস তোরা,Present_Nrm
6191,এখন ভাবাইয়াছে সে,Present_Nrm
